Concurrency: 10 | Throughput: 1106.678192 | median: 8.252862 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.003893181s | size: 66385 | mean: 9.033544 | min: 6.513027 | max: 72.987935
Concurrency: 30 | Throughput: 2665.991309 | median: 10.738159 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000570682s | size: 159901 | mean: 11.247604 | min: 6.455881 | max: 81.763580
Concurrency: 30 | Throughput: 2643.591420 | median: 10.751577 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000573017s | size: 158557 | mean: 11.345012 | min: 6.506291 | max: 58.340032
Concurrency: 30 | Throughput: 2669.787713 | median: 10.725277 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.002148938s | size: 160133 | mean: 11.235358 | min: 6.538626 | max: 86.279919
Concurrency: 30 | Throughput: 2677.100023 | median: 10.739484 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001493646s | size: 160571 | mean: 11.204134 | min: 6.519258 | max: 76.509648
Concurrency: 60 | Throughput: 3546.710257 | median: 16.246500 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000954291s | size: 212687 | mean: 16.918417 | min: 6.691048 | max: 85.872261
Concurrency: 60 | Throughput: 3544.965114 | median: 16.289525 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000872556s | size: 212581 | mean: 16.923477 | min: 6.660349 | max: 93.639183
Concurrency: 60 | Throughput: 3552.546906 | median: 16.254196 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000333748s | size: 213034 | mean: 16.891382 | min: 6.744586 | max: 80.874374
Concurrency: 60 | Throughput: 3527.990570 | median: 16.368428 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.00016037s | size: 211560 | mean: 17.008523 | min: 6.740252 | max: 82.334961
Concurrency: 60 | Throughput: 3558.574630 | median: 16.223861 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.00183281s | size: 213401 | mean: 16.860773 | min: 6.710754 | max: 91.275439
Concurrency: 80 | Throughput: 3889.959653 | median: 19.907820 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000879403s | size: 233241 | mean: 20.565795 | min: 6.789199 | max: 99.745418
Concurrency: 80 | Throughput: 3893.106462 | median: 19.837666 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.002469054s | size: 233437 | mean: 20.551050 | min: 6.834979 | max: 88.859377
Concurrency: 80 | Throughput: 3871.970696 | median: 19.908870 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.002261956s | size: 232166 | mean: 20.664760 | min: 6.774970 | max: 99.681906
Concurrency: 80 | Throughput: 3892.634753 | median: 19.895241 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000491904s | size: 233400 | mean: 20.552593 | min: 6.833514 | max: 89.775275
Concurrency: 80 | Throughput: 3881.217898 | median: 19.895337 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.004103381s | size: 232730 | mean: 20.610419 | min: 6.672892 | max: 101.044383
Concurrency: 100 | Throughput: 4165.304249 | median: 23.179095 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000418947s | size: 249720 | mean: 24.009519 | min: 6.789149 | max: 88.844526
Concurrency: 100 | Throughput: 4130.140043 | median: 23.403970 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000144646s | size: 247609 | mean: 24.213634 | min: 6.982167 | max: 129.585150
Concurrency: 100 | Throughput: 4159.002333 | median: 23.245623 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000447229s | size: 249342 | mean: 24.044247 | min: 7.002455 | max: 122.981584
Concurrency: 100 | Throughput: 4161.957049 | median: 23.137016 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000378924s | size: 249520 | mean: 24.030335 | min: 6.828102 | max: 107.627495
Concurrency: 100 | Throughput: 4142.038906 | median: 23.247885 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001126405s | size: 248327 | mean: 24.143455 | min: 7.021600 | max: 114.014421
Concurrency: 200 | Throughput: 5073.853904 | median: 38.001959 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001530544s | size: 304138 | mean: 39.406435 | min: 7.336825 | max: 146.094990
Concurrency: 200 | Throughput: 5130.781617 | median: 37.464037 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000409875s | size: 307449 | mean: 38.975394 | min: 6.796153 | max: 154.137568
Concurrency: 200 | Throughput: 5103.483252 | median: 37.760367 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000980679s | size: 305814 | mean: 39.175095 | min: 7.128455 | max: 159.835503
Concurrency: 200 | Throughput: 5141.548898 | median: 37.421656 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001179821s | size: 308099 | mean: 38.897614 | min: 6.895161 | max: 136.636355
Concurrency: 200 | Throughput: 5146.151176 | median: 37.237286 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001152214s | size: 308375 | mean: 38.851454 | min: 7.145777 | max: 192.438094
Concurrency: 300 | Throughput: 5582.143674 | median: 51.730583 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.00185942s | size: 334339 | mean: 53.753836 | min: 7.119972 | max: 205.049727
Concurrency: 300 | Throughput: 5631.349102 | median: 51.312704 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001785339s | size: 337291 | mean: 53.285985 | min: 6.985697 | max: 189.299815
Concurrency: 300 | Throughput: 5607.453413 | median: 51.530828 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.004600164s | size: 335872 | mean: 53.486681 | min: 7.030851 | max: 201.176801
Concurrency: 300 | Throughput: 5640.193519 | median: 51.198525 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000068945s | size: 337813 | mean: 53.195737 | min: 7.218293 | max: 196.108006
Concurrency: 300 | Throughput: 5574.230984 | median: 52.056999 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000204682s | size: 333855 | mean: 53.831174 | min: 6.734057 | max: 189.728880
Concurrency: 600 | Throughput: 6222.621375 | median: 92.940644 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001079531s | size: 372164 | mean: 96.465655 | min: 7.008047 | max: 332.342558
Concurrency: 600 | Throughput: 6262.427219 | median: 93.743607 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.005647472s | size: 374573 | mean: 95.847356 | min: 8.811300 | max: 269.116681
Concurrency: 600 | Throughput: 6204.814474 | median: 94.235573 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001471692s | size: 371098 | mean: 96.846415 | min: 7.330710 | max: 308.078164
Concurrency: 600 | Throughput: 6185.895771 | median: 94.486520 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.002465887s | size: 369970 | mean: 97.093458 | min: 6.964774 | max: 287.398117
Concurrency: 600 | Throughput: 6301.114464 | median: 92.242417 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001925396s | size: 376879 | mean: 95.299652 | min: 7.114004 | max: 283.688601
Concurrency: 800 | Throughput: 6263.297295 | median: 124.922406 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.006571986s | size: 374239 | mean: 127.913141 | min: 0.061865 | max: 349.822708
Concurrency: 800 | Throughput: 6238.221472 | median: 125.283526 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.014380971s | size: 372783 | mean: 128.400664 | min: 7.223237 | max: 316.956315
Concurrency: 800 | Throughput: 6234.722507 | median: 126.251694 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000906146s | size: 372489 | mean: 128.463202 | min: 0.061484 | max: 502.622400
Concurrency: 800 | Throughput: 6303.948744 | median: 123.106177 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.002867306s | size: 376655 | mean: 127.095087 | min: 0.073871 | max: 351.654043
Concurrency: 800 | Throughput: 6279.930919 | median: 123.914998 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.005118664s | size: 375228 | mean: 127.609550 | min: 0.073347 | max: 369.838351
Concurrency: 1000 | Throughput: 6332.047500 | median: 152.139021 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001129177s | size: 377961 | mean: 158.364758 | min: 0.053947 | max: 5553.288064
Concurrency: 1000 | Throughput: 6319.780476 | median: 154.765272 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.011261695s | size: 377258 | mean: 158.489606 | min: 0.055147 | max: 4470.005150
Concurrency: 1000 | Throughput: 6271.399354 | median: 155.229400 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.011486873s | size: 374563 | mean: 159.568928 | min: 0.057424 | max: 7638.334246
Concurrency: 1000 | Throughput: 6210.627481 | median: 154.945162 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.005531023s | size: 370673 | mean: 161.285750 | min: 0.053830 | max: 4781.359793
Concurrency: 1000 | Throughput: 6138.531240 | median: 157.432950 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001649511s | size: 366334 | mean: 163.175412 | min: 0.061560 | max: 5499.937340
