Concurrency: 10 | Throughput: 983.290959 | median: 8.999574 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.003602671s | size: 58984 | mean: 10.166122 | min: 6.465884 | max: 99.301295
Concurrency: 300 | Throughput: 5387.073495 | median: 53.085341 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001223357s | size: 322631 | mean: 55.628969 | min: 6.707575 | max: 290.221071
Concurrency: 600 | Throughput: 6170.504211 | median: 93.428366 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.022323514s | size: 369167 | mean: 97.191095 | min: 6.708958 | max: 299.067723
Concurrency: 600 | Throughput: 5660.493675 | median: 103.013385 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.018793326s | size: 338350 | mean: 106.120637 | min: 8.356497 | max: 354.184775
Concurrency: 600 | Throughput: 5769.831097 | median: 101.111790 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.003662877s | size: 345013 | mean: 104.097466 | min: 7.345778 | max: 338.303528
Concurrency: 600 | Throughput: 6270.834317 | median: 90.944155 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.022316168s | size: 375191 | mean: 95.382490 | min: 0.050656 | max: 317.026275
Concurrency: 600 | Throughput: 5819.685121 | median: 99.979984 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.00101255s | size: 347987 | mean: 103.208231 | min: 6.981189 | max: 382.297181
Concurrency: 800 | Throughput: 6057.241735 | median: 129.023049 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.006190262s | size: 362080 | mean: 132.201649 | min: 0.047338 | max: 370.777683
Concurrency: 800 | Throughput: 6316.381816 | median: 122.159704 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000172732s | size: 377384 | mean: 126.727610 | min: 0.041464 | max: 417.275561
Concurrency: 800 | Throughput: 5832.070323 | median: 133.529579 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000476776s | size: 348327 | mean: 137.339626 | min: 0.048529 | max: 445.270850
Concurrency: 800 | Throughput: 6197.910213 | median: 124.738508 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.003773406s | size: 370298 | mean: 129.103113 | min: 0.045800 | max: 370.730828
Concurrency: 800 | Throughput: 5367.718272 | median: 146.806664 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.004639529s | size: 320488 | mean: 149.286630 | min: 7.339267 | max: 438.383640
Concurrency: 1000 | Throughput: 5641.089836 | median: 171.434081 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001349007s | size: 336475 | mean: 177.551363 | min: 0.047977 | max: 4793.596247
Concurrency: 1000 | Throughput: 6026.840989 | median: 154.167333 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.02779908s | size: 359778 | mean: 166.081006 | min: 0.041271 | max: 4303.423901
Concurrency: 1000 | Throughput: 6046.808048 | median: 158.938360 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.011496499s | size: 360878 | mean: 165.351497 | min: 0.041678 | max: 8250.713727
Concurrency: 1000 | Throughput: 5888.797151 | median: 163.002110 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.014802845s | size: 351416 | mean: 169.927623 | min: 0.047613 | max: 5666.736432
Concurrency: 1000 | Throughput: 5700.890578 | median: 166.871392 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.006063149s | size: 340088 | mean: 175.380329 | min: 0.041879 | max: 4409.120190
