Concurrency: 10 | Throughput: 1149.507368 | median: 7.996041 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.004835048s | size: 68956 | mean: 8.697246 | min: 6.409813 | max: 41.838912
Concurrency: 100 | Throughput: 4861.395020 | median: 19.289838 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000472866s | size: 291486 | mean: 20.552809 | min: 6.648463 | max: 118.085483
Concurrency: 100 | Throughput: 4919.285566 | median: 19.005736 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.005258086s | size: 294983 | mean: 20.324399 | min: 6.598914 | max: 114.293429
Concurrency: 200 | Throughput: 5622.418108 | median: 33.845751 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.00016248s | size: 336946 | mean: 35.569919 | min: 6.557446 | max: 150.618239
Concurrency: 200 | Throughput: 5645.331314 | median: 33.539709 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.009409751s | size: 338403 | mean: 35.420760 | min: 6.652238 | max: 148.314607
Concurrency: 200 | Throughput: 5604.163144 | median: 34.107550 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000216154s | size: 335851 | mean: 35.686015 | min: 6.720007 | max: 157.932472
Concurrency: 200 | Throughput: 5638.869910 | median: 33.840786 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.004576342s | size: 337959 | mean: 35.452616 | min: 6.691076 | max: 175.165283
Concurrency: 200 | Throughput: 5661.149083 | median: 33.404884 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000186362s | size: 339276 | mean: 35.319809 | min: 6.624684 | max: 150.217112
Concurrency: 300 | Throughput: 6097.336016 | median: 47.024743 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.00210568s | size: 365253 | mean: 49.179440 | min: 6.799635 | max: 217.584721
Concurrency: 300 | Throughput: 5976.005841 | median: 48.383322 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.004292086s | size: 357985 | mean: 50.193007 | min: 6.635165 | max: 195.622788
Concurrency: 300 | Throughput: 5925.200046 | median: 48.558616 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001012163s | size: 354919 | mean: 50.607304 | min: 6.797063 | max: 176.418875
Concurrency: 300 | Throughput: 6054.530405 | median: 47.582523 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.00283683s | size: 362689 | mean: 49.556523 | min: 6.566127 | max: 197.725365
Concurrency: 300 | Throughput: 6104.304633 | median: 47.131067 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.007653942s | size: 365705 | mean: 49.139159 | min: 6.638188 | max: 189.862561
Concurrency: 600 | Throughput: 6429.326598 | median: 89.959858 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.066166204s | size: 385006 | mean: 93.209182 | min: 7.214759 | max: 294.591658
Concurrency: 600 | Throughput: 6585.109360 | median: 88.511252 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.033475284s | size: 394127 | mean: 91.198887 | min: 6.855156 | max: 300.233003
Concurrency: 600 | Throughput: 6645.977765 | median: 87.194744 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.002909146s | size: 397578 | mean: 90.354652 | min: 7.165929 | max: 247.223427
Concurrency: 600 | Throughput: 6385.810857 | median: 91.470098 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000211188s | size: 381950 | mean: 94.044265 | min: 7.045734 | max: 338.721241
Concurrency: 600 | Throughput: 6695.435766 | median: 86.666612 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.009835661s | size: 400592 | mean: 89.615839 | min: 6.707538 | max: 311.955230
Concurrency: 800 | Throughput: 6521.989001 | median: 119.968817 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001634466s | size: 389732 | mean: 122.808983 | min: 6.544343 | max: 340.963902
Concurrency: 800 | Throughput: 6765.262498 | median: 114.176738 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001219485s | size: 404323 | mean: 118.212533 | min: 7.031542 | max: 316.259342
Concurrency: 800 | Throughput: 6546.947970 | median: 117.936023 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.012696268s | size: 391300 | mean: 122.142956 | min: 0.049418 | max: 367.091701
Concurrency: 800 | Throughput: 6627.607225 | median: 116.776898 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.015324758s | size: 396653 | mean: 120.715023 | min: 0.042919 | max: 388.519194
Concurrency: 800 | Throughput: 6619.638083 | median: 117.382168 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001769738s | size: 395590 | mean: 120.881679 | min: 0.050326 | max: 352.926989
Concurrency: 1000 | Throughput: 6819.149465 | median: 140.754826 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.015695815s | size: 407452 | mean: 146.705978 | min: 0.041229 | max: 3497.279823
Concurrency: 1000 | Throughput: 6379.273252 | median: 150.755885 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.010127312s | size: 380855 | mean: 156.890270 | min: 0.041625 | max: 4818.394465
Concurrency: 1000 | Throughput: 6611.493970 | median: 145.459471 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.017599926s | size: 394806 | mean: 151.380944 | min: 0.043485 | max: 4520.335473
Concurrency: 1000 | Throughput: 6038.012496 | median: 151.850699 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.019418679s | size: 360397 | mean: 165.125976 | min: 0.041997 | max: 5482.318521
Concurrency: 1000 | Throughput: 6491.508187 | median: 149.961798 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.009167173s | size: 387554 | mean: 154.301436 | min: 0.046876 | max: 5609.070758
